,Tweet,len,metrics,source
11,"Funny story: Joker has always been my favorite villain, so when the Joaquin Phoenix movie came out, I was so excited that I wore a closet cosplay with Joker makeup to go see it.

I wasn’t allowed in the theatre and washed off all the makeup in the bathroom just to see it lmao",276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
12,"#JusticeLeague helmer @ZackSnyder says @JaredLeto #Joker wasn't originally part of the #SnyderCut.

https://t.co/SHbAludD1Z https://t.co/gvkyHeJC5x",147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
13,"@_ROBBAR_ @IGN From what I have seen with Leto, his’ persona is akin to Joaquin’s joker, it is just the studio changed the tone of the movie from what it was suppose to be, a soulful drama",188,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPad
14,"In the movie ""Joker,"" Arthur Fleck leads an uprising of working people because society denied them basic material security and mental health. 

In real life, @NickJFuentes leads an parade of dorks who pledge their life for billionaire tax cuts so long as they get to say slurs. https://t.co/C9cJWpJl3D",301,"{'retweet_count': 246, 'reply_count': 18, 'like_count': 1832, 'quote_count': 0}",Twitter Web App
15,"finally watched Joker today and people really overreacted like shit, it wasn’t an incel movie and it wasn’t anything groundbreaking or even particularly edgy until the last ten minutes.",185,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
16,"Or, you write it off as one big delusion of Arthur's, which is kind of a more mature version of ""it was all a dream"", but that's a big cop out isn't it?

Getting the same take away that I had of Dark Knight where The Joker's portrayal was brilliant, but the movie is overrated. https://t.co/ISxDTHCVVy",301,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
17,"This movie 10/10 but I’ll never understand how Harvey Dent didn’t recognize it was joker behind that mask, even with the makeup 😂😂😂 https://t.co/yIWP3fneIr",155,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
18,"Just watched Joker.

I didn't find it to be very realistic.  A lot of reason for what he became kind of defeats the purpose of what The Joker is about, and it's one movie's interpretation so fair enough, but it makes me think of how Batman would work giving Joker sympathy.",273,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",TweetDeck
19,"@BurstAngel15 Honestly I would love to see a movie with her that's like a horror movie with her torturing people I've always wanted that with Harley or Joker

I really fell in love with her after playing the Batman Arkham City DLC that was amazing",247,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for Android
20,That Joker movie stinks but quoted pics with no words make me like it a lil more,80,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
21,@PerfectlyShots Joker movie,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
22,"i would love to see a Joker and Harley Quinn movie!
 https://t.co/UrmSA2h4I4",76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
23,@clevezirm @cwmwrites Unless you go see Joker. I was ill prepared for that solo trip movie.,91,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}",Twitter for iPhone
24,@kws017013 Yeah. There was something missing from that one. A Batman movie needs the Joker.,91,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
25,Justice League: Jared Leto's Joker Wasn't Originally Part of the Snyder Cut https://t.co/81b0TZhZnT,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
26,"@CholeraFan Reverse of that is the dark knight. You are led to believe the joker is the bad guy but he destroys the mob, crooked police and common criminals in the end. Something batman couldnt do. The next movie is years later and crime is almost non existent.",261,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
27,"JUSTICE LEAGUE: JARED LETO'S JOKER wasn't originally part of the SNYDER CUT:

https://t.co/Q9hdwa2HaT https://t.co/dh7gIJ91zH",125,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 24, 'quote_count': 5}",TweetDeck
28,"#JusticeLeague helmer Zack Snyder says Jared Leto's #Joker wasn't originally part of the #SnyderCut.

https://t.co/TgHUhND7IS https://t.co/7p9Iko6iqJ",149,"{'retweet_count': 17, 'reply_count': 9, 'like_count': 161, 'quote_count': 8}",TweetDeck
29,"@IGN Fincher sounds pretty bitter here (granted, he could have been speaking light-heartedly, it just seems that way in print). He's like 'shit, I did movies like Joker and they didn't make dollar, screw you'. The fact is, if Fincher HAD make a Joker movie it WOULD have been huge.",281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
30,"My professor once compared me to the joker from the 2019 movie in front of the whole class, AND THEY AGREED, and i have never felt the power of Satan flood my body and soul more than i did there how dare they",208,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
31,@_emptymoment Joker good movie 😀,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
32,"@Tomathius I'm certainly not counting on it, but I could see something similar to how Terry and Joker were revealed: The animated ""movie"" part of the trailer and a release date, and then the full trailer during a presentation closer to release.",244,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
33,no because “the joker” is a movie i could talk about for hours,62,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
34,@lovesickhrry or the joker movie the new one,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
35,📷 jokin-around: forested-resonance: jokin-around: When your favorite character is the Joker But Not That Version Incel flavored? Rancid vibes? It was literally a movie about how tensions between economic classes build up and what can happen... https://t.co/tCp7luCvrg,267,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tumblr
36,This is the 5th time I have watched Joker and I just realized the comedian on stage while Jaoquin Phoenix is taking notes is Gary Gullman and that roleplay joke he was telling in the movie is actually part of his act from years ago. Fucking love this movie.,257,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
37,"@Chadlikecomrade @FB_BMB I just find it annoying that the fart sniffers who say I am an uncultured brute for repudiating Cuties and helped shoot it to an 86% rating on RT also cried bloody murder on Joker for ""being a movie for INCELS"" and knocked that one down to a 68%.

Hypocrites each and every one",302,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter Web App
38,No I think the dark Knight and that joker hype has made way more fans and probably did help the popularity more of the joker movie with a new actor.,148,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
39,"Everybody's favorite Fincher movie

Joker https://t.co/A7EzXoLWz3",65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
40,@DiscussingFilm The movie shows how the system failed Joker tho. I think it’s more commentary on the systemic neglect towards the mentally ill but I don’t think the film was attempting to portray mental illness as inherently dangerous and unstable IMO,251,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
41,"@oceangrl90 I'm watching ""Joker"" with Drew, strange movie",57,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
42,We agree with director David Fincher that “The Joker” movie is full of misconceptions about mental illness. https://t.co/7eYkY3SVXT,131,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 25, 'quote_count': 4}",Sprinklr Publisher
43,"People watch the joker, don't like it, and just pull the""it's an incel movie xD""",80,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
44,"Joker Was A Betrayal of the Mentally Ill, Says David Fincher https://t.co/ZqY9D5SxgX",84,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Paper.li
45,"""So Joker 2019 is a movie made for incels😂"", no bitch it's a movie that shows how the rich screw the working class when it comes to crime, mental illness, etc.",159,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
46,"I've been very vocal that the joker movie is bad outside of Phoenix performance. 

It's just a shitty version of a 70s scorsese movie",133,"{'retweet_count': 1, 'reply_count': 6, 'like_count': 14, 'quote_count': 1}",Twitter for Android
47,"@IGN There were 3 Joker directors. Fincher, Guy Ritchie and the guy who directed that shitty Dukes of Hazard movie with Britney Spears",134,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
48,The thought of a David Fincher Joker movie is making me laugh https://t.co/giImUVVvlh,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
49,@gnsngstrp best movie joker best game kingdom hearts 1,54,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
50,#batman #gothamhope Poster And Prints New Joker Joaquin Phoenix Movie 2019 DC Superhero Batman Art Painting Wall Pictures For Living Room Home Decor https://t.co/tVgHdaJsU9,172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",SocialRabbit Plugin
51,Joker wasn’t directed by Fincher and also sucks. The movie is straight Garbage and the only reason it did well was incels loved seeing one of their own as a hero https://t.co/R7nfgunuFO,185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
52,"Ah yes, Joker, my favorite Fincher movie. https://t.co/goeApJqWgt",65,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
53,Joker is my favorite David Fincher movie tbh https://t.co/W62GgLwMN8,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
54,"@worldonastrang @IGN I'd actually watch an Oliver Stone Joker movie, I'm not even gonna lie.",92,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
55,@MUTGuru @RiddlerMC I bet there is a correlation between folks who foolishly don’t like Joker and those who think Die Hard is a Christmas movie.,144,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
56,@MUTGuru Right it’s not a bad movie but it’s a bad joker movie,62,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
57,Joker is my favorite David Fincher movie https://t.co/2RhbJE5oQ6,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
58,Pretty sure a Fincher-directed Joker movie would just be Fight Club tbh https://t.co/wAz71TU0EJ,95,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
59,"I got a free movie ticket from my work last year and thought ""awesome, I'll go watch the Joker movie for free"". I got a free movie ticket this year and thought ""are you mfs trying to kill me""",191,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
60,Heath Ledger as The Joker is the main reason this movie is rewatchable https://t.co/GVkbSAhKvX,94,"{'retweet_count': 18, 'reply_count': 14, 'like_count': 227, 'quote_count': 5}",Twitter for iPhone
61,reminder: Tom Hardy already starred in the best conceivable Joker movie https://t.co/9uMLDSUtgl,95,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 14, 'quote_count': 1}",Twitter Web App
62,"Then you didn't understand the movie or the times it was filmed in.

David Fincher says Joker was 'a betrayal of the mentally ill,' slams major Hollywood studios https://t.co/tuuXMmMVvh via @YahooEnt",199,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
63,Jared Leto’s Joker Was Never Part of the Original #JusticeLeague Shoot https://t.co/Ym9fonpnwa https://t.co/DOmJYwCedc,118,"{'retweet_count': 31, 'reply_count': 20, 'like_count': 363, 'quote_count': 17}",Buffer
64,"@RequiemNocturn Imagine thinking ""comic book film"" is a useful way to describe a movie.

Any phrase that includes:
-Scott Pilgrim vs. the World
-Edge of Tomorrow
-300
-Joker
-V for Vendetta
-Snowpiercer
-The Dark Knight
-The League of Extraordinary Gentlemen
-Men in Black
isn't useful",285,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
65,"#JusticeForJohnnyDepp 
Give him the Joker Role !!

The main villain in Matt Reeves The Batman. 
Or a brian azzarello's Joker movie. 
Or a full adaptation of The Killing Joke!!
C'mon lets make it happen!! https://t.co/BhJV7bSNST",227,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
66,I need Johnny Depp to be the Joker for the new Batman movie or the sequel cause I know he can pull it off and he deserves the spotlight,135,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 55, 'quote_count': 0}",Twitter for iPhone
67,Arthur from The Joker (2019) is not an incel or really anything the right wing would want him to be and the film does a lot to go against that for his characterization but calling the movie explicitly leftist might be doin too much Idk yet!,240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
68,"Joker #Cinematographer On Making The #Movie - Lawrence Sher, ASC [FULL INTERVIEW]
https://t.co/Yb7PMfTJWH
#Joker #film_TV #filmcommunity https://t.co/6NCy6VAI9p",160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hootsuite Inc.
69,"Okay; ‘Joker’ is finally available on HBO Go in my country and I decided to watch it just so I don’t die stupid. So far it seems like a very pretentious movie, that only has the cinematography and set design going for it.",221,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
70,"I don’t even like the Joker movie, but these headlines every entertainment website is running right now, parroting each other, twisting what David Fincher said about the movie are fucking dumb. It’s hilarious, all these sites are a joke.",237,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
71,"joaquin's joker fumbles into being the symbolic figurehead of a half-baked ""eat the rich"" movement; he can't even talk to people properly 90% of the movie &amp; you know WHY?? bc he's defined by his mental illness. THATS the menacing, discomfiting aspect of his version. thx i hate it",284,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}",Twitter Web App
72,"@BillyBaldwin @joncoopertweets I'm afraid of him attending. 
The new Joker movie pops into my mind.
Keep them away from each other.",131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
73,"@Bruisedwayne69 @DrawingMJ I don’t understand why people say Killmonger outshine the hero in this movie like it’s a bad thing. So did joker in the dark knight, thanos in infinity war, zod in mos, bane in tdkr.",209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
74,"@Turtoro1 there was a joker meme on my class gc and i said it was a bad movie, and two people were “it is a good movie” and i told them that i can write a note why is it bad 😁",175,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
75,@H4NGES i LOVED the joker omg ze nasplosno obozujem like the character and this movie was just *chefs kiss* 😳✌️,111,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
76,This joker movie was weird af,29,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
77,"@ZackSnyder .Hi. Zack.. if you want to use this for the joker in your movie.. you can.. just send me paper work if you like the song... here is my email.. cbsongs202@gmail.com .my name is Channing... Okay thank you for your time..

https://t.co/dkXH8WEYY4",255,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
78,"I decided to run another way today  and ended up by a bridge that led to the bronx. I then ended up in a very nostalgic neighborhood and as I continued to walk, I ended up at the joker stairs. I come home and now I’m watching joker and it’s been a year since the movie came out",277,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
79,"Did you know? 🤣

#FSBO #dearborn #sale #owner #depressed #insane #person #didyouknow #haha #lol #truth #knowledge #funny #right #joker #movie #realtor #realestate #agent https://t.co/IAQNcPVyxp",193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
80,People that listen to Joy Division are the same people that think Joker is a great movie,88,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
81,I got so anxious just watching the joker movie so I will not be watching Megan is missing sorry https://t.co/KufegwjDjP,119,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
82,"If we have to have a discussion about making certain types of movies because certain types of people will be motivated by them to do bad things, then we no longer exist as a country.

Have we really sunk this low?

https://t.co/7TllCSNRTU",238,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
83,"Joker was mine, I totally missed half the movie https://t.co/F1PA5qCaIR",71,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
84,FAST FAST WHY JOKER 2019 IS A BAD MOVIE QUICK,45,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
85,She be perfect for the new Joker in a Batman movie https://t.co/99HOFQOXh7,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
86,about halfway through the movie my sense of self started to subtly erode and i thought i /was/ the joker and that i was watching my life in third person https://t.co/0yd3Mjjx0m,176,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 25, 'quote_count': 0}",Twitter Web App
87,@ant1_chr1s ok to go into more detail i see it foir the same reason joker was an amazing movie. the whole time you know that the protagonist is a shitty person for their actions but still you have some sense of sympathy because of the problems that the character faces. the show isnt,283,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
88,"@right_movies Ledger for me, the Joker movie was great but people should remember he wasnt actually the joker until the end of the movie...also have to say Leto may have had potential as the Joker ,wasnt in Suicide Squad enough to really do enough with it.",256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
89,finished joker it was a shit ass movie,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
90,@TopoOcean joker movie,22,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
91,"lol Joker movie wallpaper
#joker #joker2019 #wallpaperengine
https://t.co/M9U8KldOev
https://t.co/VaTpFOaBap https://t.co/E8mPdG4kbX",132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
92,"@justin_ddrew @Zjay8 @fdfilms19 @aidanlansburgh @DiscussingFilm Already said the title was just for marketing.
Joker is 1of the most iconic villains ever and Arthur Fleck couldn't last 2 seconds against Batman. Joker, while crazy, also has some cunning hence ""Clown Prince of Crime"". This movie is just about about a dude, not THE Joker.",337,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
93,when will we admit joker is not a good movie,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
94,@clarkewolfe I still believe this movie was originally written as a non-comic book movie. But the studios showed no interest in it. The only way it would be made was tying it to a comic. And Joker made the most sense.,217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
95,"Right, Gary Glitter's music made it to ""Joker"" movie. A convicted pedophile.
While cancel culture wanted to silence Michael Jackson, the man exonerated in the court of law.
Sickening, isn't it?
https://t.co/C9TRtzl01i
Btw, what an audience you gathered. https://t.co/4y3sOHlzik https://t.co/MGm19SmZN8",301,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}",Twitter for Android
96,i think you know ur in a really shitty place mentally when you start watching joker and u are crying 3 minutes in the movie bc they beat his ass:( but it's sad kinda idk,169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
97,It takes to be joker again I think he got slighted big time in suicide squad what was the point in casting him and putting him in the movie when he was in what? 10 mins? joker in a Batman movie makes more sense and im glad zack is giving us that! Again Jared deserves a chance,276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
98,I’m like ehhh over it. I’m glad Zack is taking him and giving him a whole new look and vibe for I believe the justice league directors cut!! In my opinion Jared’s joker should have stayed in a Batman movie! and the fact we are getting that is great! I really think he has what,276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
99,The proper Joker! Not ya silly movie Jokers: the PROPER Joker! #joker #thejoker #dcomics #dcomnibus #batman #comicnerds #nerdsofoz #nerdsofozpodcast #podcast #podcastersofinstagram https://t.co/HxQCWkJ3ha,204,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
100,"@dieggsc52 @MastoDonJuan @screenrant Yes, it's a rip off from Taxi Driver and King of Comedy,  look it up, there should be a filter for people that thinks Joker is an original and great movie.",192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
101,"@dom_dotty The new joker movie, you’ll have to see it to understand.",68,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
102,"That joker movie
The shining
Silence of the lambs
The breakfast club
Apparently walle
The kings speech
Monsters inc
Uncut gems was boring af
Knives out
Once upon a time in Hollywood
I did not like hereditary but I’m not a big horror girl so
I can’t think of any more atm",270,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
103,"A year ago a went on a date with someone to go watch the movie joker, but ended up getting waisted at otra vez and slept during the movie...#Goodtimes https://t.co/09RPJU8Ofk",174,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
104,"@RedAceStarz MY PLAN FOR U TO DRAW JAKE AND JOKER WAS FOILEDDDD

CURSE (everyone voting kaeya x starz) FOR FOILING MY PLAN

*shake fist like some stereotypical supervillian batman movie show stuff idk*",201,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
105,Joker movie review: I wanted for Joker to be Batman’s brother https://t.co/BftT1RY4Lo,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Revive Social App
106,@billybutchered @escuisi Gonna edit the Joker 2019 movie poster so it says “Todd Phillip’s Fruit in a Suit”,107,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
107,"Thinking about the fact that both Brandon Lee and Heath Ledger played two ""similar"" characters (the crow &amp; the joker), wearing creepy makeup and both died at the age of 28 during the production of their movie... https://t.co/1zmrsYkdcZ",239,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",Twitter for Android
108,Honey I have a lot. I think she's actually funny and joker isn't. She doesn't need to be sexualized. She is actually a really good person. She needs to stop being associated with batman or joker. The Birds of Prey movie was actually good i just wish it was the real birds of prey. https://t.co/C79VshzuXm,304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
109,the joker movie might be irresponsible in its depiction of mental illness but I had the time of my life watching it while tripping on shrooms so checkmate liberals,163,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 67, 'quote_count': 0}",Twitter for iPhone
110,remember when incels got fucking wild when the joker movie came out,67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
111,"@untitleduser Assault on Arkham wasn't Mask of the Phantasm or Return of the Joker levels of good, but it was a solid B-list movie.",131,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
112,@AliceSmol thinking again about how Frozen 2 caused more injuries than the Joker movie,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
113,"@heimer @astroalehcat @SaBobcat @jaycantu22 @spurs &amp; I don’t know if we need to read too much into that but DeMar posted a video of the Joker movie where De Niro kinda joke to make him understand that he should hurry, &amp; then Joker takes his time and says “oh ok here is one” lol Totally could wait until last min and just leave lol",339,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
114,"“stand up if you’re the most over rated movie” 
joker: https://t.co/toZLPhpwAd",78,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
115,joker movie reminds me when i was british,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
116,@AndytheCorsair @oz84063020 @philthemovieguy @clarkewolfe My guy what you are saying is unfair to that movie. In a black guy and joker resonated with me. I don't get where the hate is coming from🤷🏾‍♂️,200,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
