,Tweet,len,metrics,source
34,@gnsngstrp best movie joker best game kingdom hearts 1,54,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
35,#batman #gothamhope Poster And Prints New Joker Joaquin Phoenix Movie 2019 DC Superhero Batman Art Painting Wall Pictures For Living Room Home Decor https://t.co/tVgHdaJsU9,172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",SocialRabbit Plugin
36,Joker wasn’t directed by Fincher and also sucks. The movie is straight Garbage and the only reason it did well was incels loved seeing one of their own as a hero https://t.co/R7nfgunuFO,185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
37,"Ah yes, Joker, my favorite Fincher movie. https://t.co/goeApJqWgt",65,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
38,Joker is my favorite David Fincher movie tbh https://t.co/W62GgLwMN8,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
39,"@worldonastrang @IGN I'd actually watch an Oliver Stone Joker movie, I'm not even gonna lie.",92,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
40,@MUTGuru @RiddlerMC I bet there is a correlation between folks who foolishly don’t like Joker and those who think Die Hard is a Christmas movie.,144,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
41,@MUTGuru Right it’s not a bad movie but it’s a bad joker movie,62,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
42,Joker is my favorite David Fincher movie https://t.co/2RhbJE5oQ6,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
43,Pretty sure a Fincher-directed Joker movie would just be Fight Club tbh https://t.co/wAz71TU0EJ,95,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
44,"I got a free movie ticket from my work last year and thought ""awesome, I'll go watch the Joker movie for free"". I got a free movie ticket this year and thought ""are you mfs trying to kill me""",191,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
45,Heath Ledger as The Joker is the main reason this movie is rewatchable https://t.co/GVkbSAhKvX,94,"{'retweet_count': 18, 'reply_count': 14, 'like_count': 227, 'quote_count': 5}",Twitter for iPhone
46,reminder: Tom Hardy already starred in the best conceivable Joker movie https://t.co/9uMLDSUtgl,95,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 14, 'quote_count': 1}",Twitter Web App
47,"Then you didn't understand the movie or the times it was filmed in.

David Fincher says Joker was 'a betrayal of the mentally ill,' slams major Hollywood studios https://t.co/tuuXMmMVvh via @YahooEnt",199,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
48,Jared Leto’s Joker Was Never Part of the Original #JusticeLeague Shoot https://t.co/Ym9fonpnwa https://t.co/DOmJYwCedc,118,"{'retweet_count': 31, 'reply_count': 20, 'like_count': 363, 'quote_count': 17}",Buffer
49,"@RequiemNocturn Imagine thinking ""comic book film"" is a useful way to describe a movie.

Any phrase that includes:
-Scott Pilgrim vs. the World
-Edge of Tomorrow
-300
-Joker
-V for Vendetta
-Snowpiercer
-The Dark Knight
-The League of Extraordinary Gentlemen
-Men in Black
isn't useful",285,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
50,"#JusticeForJohnnyDepp 
Give him the Joker Role !!

The main villain in Matt Reeves The Batman. 
Or a brian azzarello's Joker movie. 
Or a full adaptation of The Killing Joke!!
C'mon lets make it happen!! https://t.co/BhJV7bSNST",227,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
51,I need Johnny Depp to be the Joker for the new Batman movie or the sequel cause I know he can pull it off and he deserves the spotlight,135,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 55, 'quote_count': 0}",Twitter for iPhone
52,Arthur from The Joker (2019) is not an incel or really anything the right wing would want him to be and the film does a lot to go against that for his characterization but calling the movie explicitly leftist might be doin too much Idk yet!,240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
53,"Joker #Cinematographer On Making The #Movie - Lawrence Sher, ASC [FULL INTERVIEW]
https://t.co/Yb7PMfTJWH
#Joker #film_TV #filmcommunity https://t.co/6NCy6VAI9p",160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hootsuite Inc.
54,"Okay; ‘Joker’ is finally available on HBO Go in my country and I decided to watch it just so I don’t die stupid. So far it seems like a very pretentious movie, that only has the cinematography and set design going for it.",221,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
55,"I don’t even like the Joker movie, but these headlines every entertainment website is running right now, parroting each other, twisting what David Fincher said about the movie are fucking dumb. It’s hilarious, all these sites are a joke.",237,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
56,"joaquin's joker fumbles into being the symbolic figurehead of a half-baked ""eat the rich"" movement; he can't even talk to people properly 90% of the movie &amp; you know WHY?? bc he's defined by his mental illness. THATS the menacing, discomfiting aspect of his version. thx i hate it",284,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}",Twitter Web App
57,"@BillyBaldwin @joncoopertweets I'm afraid of him attending. 
The new Joker movie pops into my mind.
Keep them away from each other.",131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
58,"@Bruisedwayne69 @DrawingMJ I don’t understand why people say Killmonger outshine the hero in this movie like it’s a bad thing. So did joker in the dark knight, thanos in infinity war, zod in mos, bane in tdkr.",209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
59,"@Turtoro1 there was a joker meme on my class gc and i said it was a bad movie, and two people were “it is a good movie” and i told them that i can write a note why is it bad 😁",175,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
60,@H4NGES i LOVED the joker omg ze nasplosno obozujem like the character and this movie was just *chefs kiss* 😳✌️,111,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
61,This joker movie was weird af,29,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
62,"@ZackSnyder .Hi. Zack.. if you want to use this for the joker in your movie.. you can.. just send me paper work if you like the song... here is my email.. cbsongs202@gmail.com .my name is Channing... Okay thank you for your time..

https://t.co/dkXH8WEYY4",255,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
63,"I decided to run another way today  and ended up by a bridge that led to the bronx. I then ended up in a very nostalgic neighborhood and as I continued to walk, I ended up at the joker stairs. I come home and now I’m watching joker and it’s been a year since the movie came out",277,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
64,"Did you know? 🤣

#FSBO #dearborn #sale #owner #depressed #insane #person #didyouknow #haha #lol #truth #knowledge #funny #right #joker #movie #realtor #realestate #agent https://t.co/IAQNcPVyxp",193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
65,People that listen to Joy Division are the same people that think Joker is a great movie,88,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
66,I got so anxious just watching the joker movie so I will not be watching Megan is missing sorry https://t.co/KufegwjDjP,119,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
67,"If we have to have a discussion about making certain types of movies because certain types of people will be motivated by them to do bad things, then we no longer exist as a country.

Have we really sunk this low?

https://t.co/7TllCSNRTU",238,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
68,"Joker was mine, I totally missed half the movie https://t.co/F1PA5qCaIR",71,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
69,FAST FAST WHY JOKER 2019 IS A BAD MOVIE QUICK,45,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
70,She be perfect for the new Joker in a Batman movie https://t.co/99HOFQOXh7,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
71,about halfway through the movie my sense of self started to subtly erode and i thought i /was/ the joker and that i was watching my life in third person https://t.co/0yd3Mjjx0m,176,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 25, 'quote_count': 0}",Twitter Web App
72,@ant1_chr1s ok to go into more detail i see it foir the same reason joker was an amazing movie. the whole time you know that the protagonist is a shitty person for their actions but still you have some sense of sympathy because of the problems that the character faces. the show isnt,283,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
73,"@right_movies Ledger for me, the Joker movie was great but people should remember he wasnt actually the joker until the end of the movie...also have to say Leto may have had potential as the Joker ,wasnt in Suicide Squad enough to really do enough with it.",256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
74,finished joker it was a shit ass movie,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
75,@TopoOcean joker movie,22,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
76,"lol Joker movie wallpaper
#joker #joker2019 #wallpaperengine
https://t.co/M9U8KldOev
https://t.co/VaTpFOaBap https://t.co/E8mPdG4kbX",132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
77,"@justin_ddrew @Zjay8 @fdfilms19 @aidanlansburgh @DiscussingFilm Already said the title was just for marketing.
Joker is 1of the most iconic villains ever and Arthur Fleck couldn't last 2 seconds against Batman. Joker, while crazy, also has some cunning hence ""Clown Prince of Crime"". This movie is just about about a dude, not THE Joker.",337,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
78,when will we admit joker is not a good movie,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
79,@clarkewolfe I still believe this movie was originally written as a non-comic book movie. But the studios showed no interest in it. The only way it would be made was tying it to a comic. And Joker made the most sense.,217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
80,"Right, Gary Glitter's music made it to ""Joker"" movie. A convicted pedophile.
While cancel culture wanted to silence Michael Jackson, the man exonerated in the court of law.
Sickening, isn't it?
https://t.co/C9TRtzl01i
Btw, what an audience you gathered. https://t.co/4y3sOHlzik https://t.co/MGm19SmZN8",301,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}",Twitter for Android
81,i think you know ur in a really shitty place mentally when you start watching joker and u are crying 3 minutes in the movie bc they beat his ass:( but it's sad kinda idk,169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
82,It takes to be joker again I think he got slighted big time in suicide squad what was the point in casting him and putting him in the movie when he was in what? 10 mins? joker in a Batman movie makes more sense and im glad zack is giving us that! Again Jared deserves a chance,276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
83,I’m like ehhh over it. I’m glad Zack is taking him and giving him a whole new look and vibe for I believe the justice league directors cut!! In my opinion Jared’s joker should have stayed in a Batman movie! and the fact we are getting that is great! I really think he has what,276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
84,The proper Joker! Not ya silly movie Jokers: the PROPER Joker! #joker #thejoker #dcomics #dcomnibus #batman #comicnerds #nerdsofoz #nerdsofozpodcast #podcast #podcastersofinstagram https://t.co/HxQCWkJ3ha,204,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
85,"@dieggsc52 @MastoDonJuan @screenrant Yes, it's a rip off from Taxi Driver and King of Comedy,  look it up, there should be a filter for people that thinks Joker is an original and great movie.",192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
86,"@dom_dotty The new joker movie, you’ll have to see it to understand.",68,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
87,"That joker movie
The shining
Silence of the lambs
The breakfast club
Apparently walle
The kings speech
Monsters inc
Uncut gems was boring af
Knives out
Once upon a time in Hollywood
I did not like hereditary but I’m not a big horror girl so
I can’t think of any more atm",270,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
88,"A year ago a went on a date with someone to go watch the movie joker, but ended up getting waisted at otra vez and slept during the movie...#Goodtimes https://t.co/09RPJU8Ofk",174,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
89,"@RedAceStarz MY PLAN FOR U TO DRAW JAKE AND JOKER WAS FOILEDDDD

CURSE (everyone voting kaeya x starz) FOR FOILING MY PLAN

*shake fist like some stereotypical supervillian batman movie show stuff idk*",201,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
90,Joker movie review: I wanted for Joker to be Batman’s brother https://t.co/BftT1RY4Lo,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Revive Social App
91,@billybutchered @escuisi Gonna edit the Joker 2019 movie poster so it says “Todd Phillip’s Fruit in a Suit”,107,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
92,"Thinking about the fact that both Brandon Lee and Heath Ledger played two ""similar"" characters (the crow &amp; the joker), wearing creepy makeup and both died at the age of 28 during the production of their movie... https://t.co/1zmrsYkdcZ",239,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",Twitter for Android
93,Honey I have a lot. I think she's actually funny and joker isn't. She doesn't need to be sexualized. She is actually a really good person. She needs to stop being associated with batman or joker. The Birds of Prey movie was actually good i just wish it was the real birds of prey. https://t.co/C79VshzuXm,304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
94,the joker movie might be irresponsible in its depiction of mental illness but I had the time of my life watching it while tripping on shrooms so checkmate liberals,163,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 67, 'quote_count': 0}",Twitter for iPhone
95,remember when incels got fucking wild when the joker movie came out,67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
96,"@untitleduser Assault on Arkham wasn't Mask of the Phantasm or Return of the Joker levels of good, but it was a solid B-list movie.",131,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
97,@AliceSmol thinking again about how Frozen 2 caused more injuries than the Joker movie,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
98,"@heimer @astroalehcat @SaBobcat @jaycantu22 @spurs &amp; I don’t know if we need to read too much into that but DeMar posted a video of the Joker movie where De Niro kinda joke to make him understand that he should hurry, &amp; then Joker takes his time and says “oh ok here is one” lol Totally could wait until last min and just leave lol",339,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
99,"“stand up if you’re the most over rated movie” 
joker: https://t.co/toZLPhpwAd",78,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
100,joker movie reminds me when i was british,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
101,@AndytheCorsair @oz84063020 @philthemovieguy @clarkewolfe My guy what you are saying is unfair to that movie. In a black guy and joker resonated with me. I don't get where the hate is coming from🤷🏾‍♂️,200,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
102,"2 and 4

Also I'm not saving The Dark Knight because of The Joker (even tho he was amazing) I'm doing it for Two-Face (Who was amazing and should had been the villian of the next movie instead of Bane if they didn't kill him off) https://t.co/ikjS8Kaifk https://t.co/9ShI9wwxOB",277,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
103,But Joaquin Phoenix is amazing. He saved this movie. Great acting! I watched Joker only for Joaquin Phoenix.,108,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
104,@TheSteveGuy I didn't see any this year. It was one year ago today that I saw the Joker. That was the last movie I saw in the theater.,134,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",TweetDeck
105,"I like “Joker” as a movie and thought it was a pretty solid movie in all regards, but I don’t think it was as scary or influential as people make it. It’s a fictional character lmao",181,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
106,"@CBR 2: A movie w/ gr8 action sequences 4 a PG13 movie &amp; a story tht nt only provids a excellent clash btwn Batman &amp; Joker but gives a gr8 2 Face origins story.

7: Excellent origins story &amp; antagonists 4 the Dark Knight. 1 filled w/ gr8 animation, visuals &amp; mystery. A solid adaption! https://t.co/3AgAjOaqXl",325,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 33, 'quote_count': 0}",Twitter for Android
107,@GeorgeSeia Four hours of an all new JL movie are going to be incredible! Can't wait to see the new footage with Batman and Joker!,130,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",Twitter for Android
108,This guy is telling me that joker is a masterpiece and fincher cant make a good movie anymore https://t.co/cyC7Byrlwg,117,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter for Android
109,Finally watching The Lego Batman Movie on Netflix and Joker is the cutest thing ever 😂🥰 also all the TDK hints and references in it are a masterpiece 👌😍 https://t.co/E9e0r9ldFL,176,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 38, 'quote_count': 0}",Twitter for iPhone
110,@kelownaclown @MatthewFerrari Force Awakens was the last one that beat the average MCU movie or the Joker,105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
111,@jjv124 @cmclymer I don't mind the Joker movie. Even tho it has little to nothing to do with comic joker. But ive never seen so many people decade to shitty movie like the Snyder Cult people. And i wish they would stop acting like Snyder is fucking Stanley Kubrick,264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
112,"@TommyDaTuba Joker is the movie version of a comic book one shot. Lots of liberties taken, no real impact on the main story line, and the fans can forget about it (if they choose).",180,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
113,"@Zabracus @MagicwithZuby The dark knight was my favorite movie of all time, and then i saw Joker",96,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
114,ok watching the joker movie why is he holding his balls while getting beat up by a group of teens,97,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
115,ive never seen the joker movie,30,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
116,"@haarleyxquinn She shouldve had a ""Joker (Leto) &amp; Harley) movie instead of BoP https://t.co/zZTefwx6Fp",106,"{'retweet_count': 5, 'reply_count': 4, 'like_count': 45, 'quote_count': 1}",Twitter for Android
117,@Dark_Knight9883 Last movie I watched alone was The Joker. Pure happiness abha,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
