words,sentiment_coff
great_articl,-2.5190977129843546
three,-1.6801926773458775
inspir,1.3150066060883259
overcom,-2.4001056727860286
covid,-1.4900067354769773
challeng,-1.4215171159149598
gt_gt,-1.1750978064576207
news,-1.234668291413748
coronaviru,-2.9203187707229246
how,-1.0433170116559505
surviv,2.0146908257023517
pandem,-1.607682584621485
brand,-1.9398549153955051
sure,0.9999967615448606
start,-0.9367068823608586
as,-1.2090080247667219
uk,-1.228571185491766
agenc,-2.4078880298595466
access,-1.7765734788266105
ad,-1.483790388927687
platform,-1.867360595045838
put_togeth,-3.234156701390556
guid,-1.9439986027443645
download,-2.19674665053497
copi,-2.2183593675540263
no_one,1.6362353926946047
valu,-1.4107469602546852
paki,-2.1619187092418892
world,-0.9394459072238165
seen,-1.1451701059679045
pathet,-1.9410333891840044
condit,-1.7924982385385573
mani,-1.0887916393434423
countri,-0.9692476864420628
tri,0.9075106227433549
footag,-2.944195140813346
or_mayb,-2.450958359557022
indian,-1.6053046489631988
insid,1.4708395375079786
let_us,1.4954955354213577
enter,-2.0013224695833696
survey,-2.589544040924741
code,-1.9301635277271556
feedback,1.7975542623218679
highli,-2.57511021940839
appreci,1.3304909971690237
to,0.9709960063967161
click_link,-2.496443473510614
babi,1.1294329462337531
logic,1.6487849165121264
suck,1.3683901578041064
lmfao,2.220134458987298
said,1.0106218193089234
white,-1.144443413811214
instead,-1.2897362107572357
bet,1.6561472327882925
piss,1.3703182045498732
yell,-1.5624723259957356
give,0.9334023322141827
break,-1.344464995431574
you_obvious,-2.5370979806553855
black_peopl,1.7341513622904616
help,0.915184970340927
rememb,1.1352256266221066
star,1.5102516302866453
tv,-1.6281686873373586
seri,-1.3138882986376634
next,-1.2264209771304215
gener,-1.2650897224469444
geniu,-2.570162728897438
alien,-2.0408780197749756
q,2.468015504914232
bhai,2.154995698803461
coin,3.2726134716097066
holi,2.0697628860041237
crap,1.8013931676590758
last,-1.0256487309159463
time,-0.8776862439448875
fill,1.5229801723499543
summer,2.032791516472099
readi,1.2392104676840405
cold,1.8031435086700607
still,-0.8965373946035364
lot,0.9594647146991427
effect,-1.518470572838804
im,1.0091316547171005
ye,1.050230315265782
wont,1.87368281443552
fr,1.2060264423303872
gut,1.824010532829034
hell,1.4039626744573215
yay,1.7623706112355253
pl,1.2382345932625483
sunshin,1.9128077159819716
sana,2.2649854177836044
okay,1.1029189116972322
ng,1.5630951532350463
behav,1.993824799042107
though,0.9997050705175176
wala,-2.599970423719259
kasi,-2.7591652501014936
di,1.6344283040804375
naman,-2.3412681774425494
pero,2.2585304229215986
goodby,3.151848215879488
long,-1.1453246626494302
stori,0.9814285817098521
short,-1.4208363458027489
sex,1.5771245516213044
cheat,1.8765059427762991
worst_thing,2.4562454860643883
ever,0.9754156488158434
done,-0.9990139770672287
then,1.224954089098077
camera,-1.4637830699646475
on,-1.3484986970870874
post,1.1066367446952103
need_hear,2.69606099008103
contempl,2.1515637500006455
gotta,1.5575868036487168
agre,1.1444751224689504
could,0.9919564987178245
end,0.9762682969020785
necess,2.4970149379406
alycia,2.253234987132536
chose,-1.989342934201744
grate,1.2313489401610231
f,2.226765628703808
china,-1.6770122684292825
mental_health,2.057749540534267
product,-1.2649786161726975
month,-0.9723702410257107
either_way,-2.790497979495098
war,-1.5190599648404433
convert,2.4975830650077273
establish,-2.148244716738441
religion,-1.596392863222432
all,0.9995735914636489
exclus,-2.8364045835086693
mami,2.305597828304294
strong,1.2012942158102102
child,1.3226961978903742
husband,1.4477000407877285
beauti,1.022476583562044
daughter,-1.7365323704220672
power,-1.147527396041354
coupl,1.349681077615304
misunderstand,2.719825030785568
allow,-1.3994839844306615
transfer,-2.7399072209602777
happi_independ,1.0019250792927619
naija,1.5118002595878541
shall,-1.6855534960574168
co,1.161309366693421
respons,-1.4068485197784564
u_deserv,1.3189529498971375
govern,-1.1400149344568207
student,-1.173020806194321
anoth,-1.0307181270088546
onlin_class,2.708222266875577
onlin,-1.2650154484441736
exam,-1.5898633941402962
age,-1.3643300930044187
fine,1.1554491653772219
wine,-2.151732527100687
17,1.350829147369831
gif,2.0116848897762925
are,1.2269215056103013
soul,1.3330525366212393
meet,1.1126149889334538
babe,1.2923988762230372
jim,2.7752706106440934
learn,-1.0487015495907897
expos,2.2749656731351164
audienc,-2.320555754949889
recommend,1.6601186596553805
track,-1.4844434994050233
trust,1.1230905203519954
scientist,-2.302162967863416
nerd,2.783087945041873
speak,1.1245389728718072
authent,2.537255795538552
present,-1.6639418921915579
sophist,-4.131319625486198
fact,-1.021941464991786
select,-2.5303586396344873
demonstr,2.8654850949561697
protect,-1.230457712258932
leader,-1.119935830433023
list,-1.3633192492148767
accomplish,1.7035643839460646
biden,-0.9994811328282985
consid,1.0922015815582182
angri,1.0032106349443597
port,-1.868184542736673
paper,-2.0041243447638912
peopl,0.9066021950453494
rich,-2.084172300131668
isnt,1.5285816476341005
pleas,0.9520500816484704
keep,0.9754386680123847
mute,2.6315809829022236
ignor,-1.1398000153883252
lmao,1.200013538895255
wait,1.0703167819514665
amazon,1.5720213347296104
festiv,-2.2613074543987537
now,1.072458053278143
price,-1.598971794465389
laptop,-1.6926057400970234
high,-1.3910401618415904
daili,-2.2380077504469496
normal,-1.2148223130949587
lower,-1.8999530638706323
set,-1.355998466529077
avail,-1.2788251161385984
market,-1.539513231686587
30k,-3.1442355458276605
jon,3.2004300759852513
except,1.4022624370860632
gorilla,-2.7910412429054774
within,-1.5410614615053737
social,-1.5838342641205956
group,-1.32028051553783
as_long,2.934968316004648
pen,-2.5636636620350277
ai,-2.1447533169400126
follow,1.0190705552602304
nice,1.1201958974092152
crypto,-2.949696162730858
sea,1.7471900079819849
help_build,2.7312621348952493
nooo,2.975594075565857
sue,2.5044852225047616
her,1.1930202734465274
atm,2.352611994375943
realli_enjoy,-1.3165829609732556
screen,-2.2146155456993672
music,1.1526736785035536
is,0.9808235133766285
administr,-2.1395850621519816
remot,-1.9298376565926276
decent,-1.6162924258483051
motherfuck,2.5866792760103268
ap,2.4754556098646847
describ,1.9573062538315273
band,-2.031711418899344
pop,-2.3547375005491986
you_babe,2.436984915338222
monday,-1.6333795801772655
concept,1.4660921132135578
photo,-1.3546039424235203
anon,2.0595382826536217
cc,3.144462837549955
bob,2.747544063042524
rude,1.7312838085452793
j,2.331616063300469
son,1.536543536801251
beach,-2.2076346398299456
endgam,2.627684458741719
read,-0.9727159878661669
room,1.3745161289120351
never_gonna,2.152989011723186
bellami,3.1704774841763905
scene,1.7899200356567597
bc,1.0214486619560073
didnt,1.5657550472236388
person,1.0008628498255976
respect,1.111810996330508
stay,1.0418157174207234
healthi,-1.5272141921786235
believ,0.9458037022701362
fantasi,2.122021637437064
3_year,2.1158274303881512
found,1.1786989628780093
thought,1.0240257990627368
cute,1.25611020997878
princ,1.9403537026763529
5,-1.1156507953103405
sub,-2.251079233641626
favour,-2.1901776913476088
team,-1.0028853188687739
stack,-3.301560520281405
squad,-1.7679291730055382
struggl,-1.215374728002205
with,1.0489793381138866
thoma,-2.8059135607823897
been,2.25453068252012
do,1.0011943881305363
glow,2.809587048332667
up,-1.59639294893024
quot,-1.7242607859576788
pictur,1.2682415949894306
2017,-2.818757419913381
guess,1.1330910597614827
hair,1.4250985821551383
chang,-1.005761521783591
bare,-2.169220405672544
appar,2.3225632744923654
confid,1.6282753763128908
labour,-2.252759172057289
reform,-2.744372347894025
increas,-1.519230068382958
eas,-3.923249319318941
india,-1.2394956401051447
worker,-2.5431739943605236
via,-1.128493611105176
app,-1.6542753041628815
sore,2.553488085986687
free,-1.2255084225377892
fight,-1.190456756518881
twice,2.019603295673261
hard,1.084462102710679
may,-0.9890168574248643
don,1.0625983845525313
young,-1.272639485781645
option,-1.3792884333085165
mail_ballot,-3.2992546551775392
afraid,-1.6823216623151211
spoken,-3.47524449853618
local,-1.4768192888020615
there,-1.0720767373304418
bigger,-1.7813288244182137
threat,-1.6716069398261504
who,-1.2801876872336615
vote,-0.9825271875138287
ballot,-1.886195050603426
an,-1.5578867409496644
edit,1.4443400284214498
movi,-1.1741210971343705
can_t,1.453416873698017
but,0.9222592688652989
soft,1.5251174828343816
progress,-1.5594381421989225
messag,1.3701388357436188
tank,-4.08117699506766
we_need,-1.283806217163906
incred,1.270176265697639
distract,-3.2585344653099506
possibl,-1.4211629584063472
hand,-1.3037445268592138
properli,-1.9831920576160935
moment,1.045328116195824
stupid,1.1131864709886186
suspect,1.8883672069244506
stress,-1.4869186593709136
level,-1.3010918619460972
banger,2.7593650116070956
slowli,1.7488438864066855
direct,-1.6601353446754932
tabl,2.410782460447652
video,-1.0120475395001138
serious,1.1480156468349054
my,0.9794536976105945
super,1.2169420712536525
schedul,-2.0675102513977857
money,0.9567955923138316
lock,-1.7354016060192357
away,1.1623682210035184
my_heart,1.7505641254497553
word,1.077326659861254
cant,1.1642886800540801
must,-1.1244409845037338
feel_pain,1.5460137697431928
even_imagin,2.462277016921659
better_soon,1.1877812041865006
of_cours,-1.875698946417988
tea,-1.757497788510232
second,-1.5127394603435025
version,-1.4040047715334234
love_youuu,1.3121537190787727
detail,-1.8331827227436712
color,1.7618349939474087
scotland,-1.9085561034070169
rip,1.9619513668569883
nation,-1.1835331529170874
decid,-1.3738192554033752
brush,-3.221714110004373
make_account,2.490925216379554
woman,1.2499499307174295
exposur,2.5445818170410646
plenti,-1.8598119510067397
manag,-1.1824219694325147
put,-1.0630683327221695
sister,1.4311562758561944
shoe,-2.367611942092783
mouth,1.8196268731718725
long_term,2.053342071388398
consequ,-2.5280380448624578
advis,-2.580251508508761
anyon,0.9850173700102176
bit,1.0654949988480764
buy,-1.1022095233120228
bag,-1.670727429187459
snack,-2.376027870122098
item,-3.0227785384074606
nut,-2.112007082679229
prefer,-1.3958649823046456
goe,1.1974737832912672
nearli,1.4899433529618347
mine,1.424696864615718
wrong,1.0427399720092556
matter,1.0270010525988897
germani,-3.0881048500334694
pelosi,-3.156249403110693
god,0.9788922310829548
deal,-1.2952888673543699
draft,-2.193372985789025
new,-0.9765907294691458
offic,-1.3154850920492744
could_happen,2.286553842709417
spoiler,2.6489226427101014
psycho,2.811333562956001
v,2.083381254826418
true,1.1035513005091235
glad,1.3922854431133378
period,1.5025865298554093
aw,1.390903722277819
too,1.4832159027094165
mar,2.9297133270389604
request_sb19,1.3724782831370306
rtday,1.4440607572333473
in,-0.9923021015113448
dark,-1.7970907637539861
men,1.2023110410098703
ghost,1.7603706986218042
women,-1.1026077065776008
mwah,2.100660533073128
ya,1.2490557503777096
hater,1.657202049448833
lover,2.3693235801079204
confus,1.6704890402461705
wrote,1.542576551807588
bia,-1.9448866665349107
bird,1.9440818008350438
everytim,1.899247093797051
cancel,1.6984430404671405
aint,1.9985660652061252
morn,1.0253393682339649
abl,-1.0424883625963068
spend_much,2.2305147504486635
ppl,1.0219925689672247
brain,1.1820588356800117
stronger,1.7950332145318564
da,1.543951081643949
miss,1.0217519156343298
na,1.0145809067630742
arc,-2.140811804247643
fun_fact,2.7397651262911995
did,1.1051213097366475
4_year,1.8232406952114482
ago,-1.2086448599023727
armi,1.0977765422511336
fun,1.0516516809248257
along,1.6617823103743476
support,-0.9704058543080208
x,1.3251431247121335
season,-1.081907356899991
too_bad,-1.9995375388967653
wrap,-2.529759431956993
discuss,-1.5319616414178159
london,-2.782827880163975
public,-1.3664380742632274
repres,-2.099244867054287
citi,-1.6708056249633167
black_histori,-2.231698635397995
exactli,1.1441554182354887
steal,2.129992731138385
told,1.1701903799948523
mom,1.3271283896524473
1,-1.0696297052184645
necessari,-2.0207480541866807
announc,-1.5084305101690847
satisfi,2.0104051137299104
sign,-1.3450521459583344
piec,-1.210948021411287
especi,-1.1896262529356025
close,-1.3004866284031662
page,-1.775047518963778
sport,-1.7973454037205732
check,-1.221746383019127
dog,1.2819505689474369
fool,1.5185290280476633
mam,3.576493487652652
actual,0.9566740514837124
two_month,-2.55225588791025
rt,1.9441096066110826
poor,-1.53540109679441
knee,2.50735717779916
can,1.1309056391835075
without_delay,-1.2773114272224804
rescu,-2.466279256502534
sweet,1.265107595731916
cat,1.5793682793971213
pledg,-2.5708575403495377
veri,1.879257872449001
urgent,-3.0790113051443564
ha_ha,3.2847948494542853
she,1.009485032451761
hate_group,-2.136592955612207
worst,1.2502053984866672
educ,-1.3033887848530723
bastard,2.040687117313313
common_peopl,2.18221623143807
not,-1.027936408146061
natur,1.235048853799537
enjoy,1.004999623499492
pretti,1.2266664917737893
channel,-1.980517434680801
critic,1.7301385444453892
s,1.2533736425986908
a_great,-1.182012526914004
session,-1.254061499186521
outstand,-2.5212401634220925
brilliant,1.5214883180290224
school,-1.0743944688613
gaze,-2.8267366530037124
vast,-3.54987288522488
format,-2.888768576117374
magic,-1.921500606933933
swim,-2.579834300564616
pool,-2.3642016826129995
spend,-1.1605897663312836
hour,-1.1326204924148768
sometim,1.066313742830043
gandhi,1.8548196784922217
middl,2.07769414042362
role,-1.5680079033779097
forgotten,2.4895487991919865
art,1.270238239583775
despit,1.799270235636453
creator,-2.8117287152587576
horribl,1.5339680920896615
when,1.0836649118700046
ex,2.2048474060408205
pre,-2.5905122168087233
b,-1.35697814682797
o,2.212001474540775
cop,1.5273397261431938
mighti,-2.45705882638911
album,1.3447404398568068
tho,1.130628637723948
instagram,-3.593442011564209
a,-0.950415222204267
have,1.1477379192391632
tool,-1.55463503407792
insta,2.3804286010420954
influenc,-2.5749554444719003
social_media,-1.5706477009821025
filter,2.5703474212133055
host,-2.209507990710086
uniqu,-1.8958363224303023
featur,-1.644612206269899
complet,-1.2741684606965236
interest,-1.070544301096691
take,-0.9385181250715086
70,-2.342946425387951
drain,1.6501240556488281
manga,2.570930586828148
ssr,1.8392575287298314
die,1.1543890261194336
hypocrit,-2.1270164519336454
atleast,2.1581667229092094
do_think,-1.4432291998966968
listen,1.0400842268783586
anymor,1.152569512265702
9,-1.2961009227977442
soni,-3.3344499655140676
tf,1.869812554488417
land,-1.6203438154475447
posit,-1.064805606888945
sonic,2.4243723794014613
style,1.6173563148267065
opinion,-0.9608266635983392
paradis,3.136755723127964
these,1.4399133979968515
boy,1.2444698465379513
hide,1.901507189128842
secret,1.95972279635985
nowaday,2.969192023904863
huh,1.5767908215046695
good_luck,1.6571952386096214
expect,1.209957416826943
load,1.6033709011081316
restrict,-2.1790913884118375
precaut,-3.355295565804522
place,-0.9960508698997134
go_back,-1.184514503469461
happi_birthday,1.0925313942297452
spoil,2.12984633402652
xx,1.5895641857929872
honest,1.5548022925641687
ah,1.2335434508371645
begin,1.3612147760768227
haha,1.4906809751352017
usual,-1.7382190237587507
agreement,-2.5251160746409247
tend,-1.9843297905077182
hammer,3.1157712388353174
hahah,3.24154329732768
kevin,1.6192421045025573
lexa_realli,-3.270902223148908
came_back,-2.9824832071567657
last_night,1.2152548122134097
perform,-1.1864167211561119
awesom,1.2432532506091731
kudo,2.2604566219218545
truli,1.259327618698825
bless,0.9904331891298369
nail,2.38148550225131
becam,2.101577926164547
speed,-2.004238805599015
bump,2.483853643838502
dear,1.2048985807929387
ozo,2.2336601057302374
kind,1.1371406711024397
yet,1.179329127195944
leagu,-1.9528584234349693
cell,3.4263025019028595
would_interest,2.0740708726127672
dig,-2.284504178663691
digit,-1.902865574727889
street,-3.3953821748311808
triffani_ligawan,-1.3268255774992288
stage_troy,-1.3791906605123514
tiffani_love,-1.4008947331412427
sir_pleas,2.1259225491108644
help_sir,-2.821738457823804
father,1.3574935380509734
fee,-2.67269309678566
request,-1.4145123972397118
pleas_help,1.9763242811500992
famili,0.9708662907209684
92,-2.6078360840406956
examin,-2.5301739156120746
katsuki,-2.379874364186358
cock,1.625087190733113
buri,-3.8353280448594425
cunt,2.503861363855111
practic,-1.4223843748940523
open,-1.182185967643433
offer,1.7806587308352473
drool,3.041650253390134
tini,-2.9802116783443737
assum,-2.2178478425801353
section,-2.27467585373321
30,-1.5135036470999021
requir,-2.2528268600742236
current,-1.37805835582953
debat,-1.1065610837385427
get_stronger,2.7205137306755476
brexit,-1.5476445066922266
huge,-1.524233347745534
factor,-2.2522951897336396
although,-1.3006286704196126
poll,-1.34712911983745
probabl,-1.1308217420190159
terrifi,-2.1948502569961135
resist,-3.115772573070931
refus,-1.8954368291490364
fell_love,1.687345977603143
be_happi,2.361488465740958
omi,2.7323707619773114
give_best,1.7091379282763908
awww,1.808457927199565
enough,1.039687085576447
reject,-2.1786338072661318
forget,1.2593217710389486
volunt,-3.392511595248944
shoulder,2.3194571744101604
si,1.980290806161326
sole,-2.587195280368894
portrait,-2.464296700334377
feel_betray,3.4588759878536237
rlli,2.1755961213844897
porn,3.087929276189117
straight,-1.3664103199439295
gay,1.4927487846842487
destroy,-1.5663428252262042
conscienc,-3.9469371039082977
badli,2.08486702078021
behaviour,1.8230205088059872
height,2.3215823178057513
psycholog,2.644077713535255
luxuri,2.912460867988022
delici,2.2382621881237483
moral,-2.102168589262329
treat,1.3436091505901637
heart_warm,2.3967922179326546
100,-1.3356666482304653
murphi,-2.3600424347183124
favorit,-1.4471902108895165
toward,-1.5465835347514532
lost,-1.2656688279963138
mimi,2.213076594294354
amd,2.6387833936166873
pure,1.7505258447704264
constantli,1.5295507291533814
whenev,1.3366188317616938
bodi,1.2538603660553287
final,0.991482778943546
caught,2.005967857239858
task,-2.2693644307011605
feel_exhaust,2.025101076768911
terribl,1.4137688238901303
rn,1.3697326823253495
friend,0.9564935774441938
taught,1.6027429634417207
omg,1.1986011668680998
piti,2.6218379505590232
small,-1.4703225345905935
among,-1.8541641709771421
ka,1.6067962511114566
tweet,1.103565033764282
2_minut,2.5895820705463977
boil,2.2230668874054893
solv,-2.3270770581770566
puzzl,-3.9907112756998857
python,-3.3351540527148886
plot,3.255020055497488
hero,1.5741041193604532
figur,-1.4846846483529603
ideolog,-2.3059238181932984
poison,2.6808437710058937
web,-3.300415523692683
thread,-1.5277393780012825
shite,3.3204669661406583
left,-1.172606488713187
photo_shoot,3.0410754920353096
est,3.0383916423371393
done_someth,3.1384708180808043
hear,1.0968886809659828
spring,-2.8672388362161034
beg,2.7082049056859114
scare,1.3240267044991114
size,-2.836636043451239
wonder,1.06571511404577
sorri,1.053004447256231
info,1.467654321824763
playlist,-2.270604295537421
seem_like,2.006514924520071
ineffect,-3.624076781055358
accord,-1.9337245980031428
moot,1.9425824222227048
afterward,2.630087505117864
manual,2.494389936418966
search,-1.726964257839691
misinform,-2.593699879633346
wow,1.2120905468198044
curiou,2.490754446321471
2nd,-1.5371064090473976
club,-1.3043602492937458
